place_id,name,address,phone,website,types,rating,user_ratings_total,price_level,open_now,merchant_lat,merchant_lng,nearest_charger_id,nearest_charger_name,charger_lat,charger_lng,distance_to_charger_m,walk_time_min,corporate_likely,corporate_reason,needs_review,decision_friction,friction_reason,category,source,discovered_via_chargers
ChIJj_XIsS31XIYRpAhqDTWSBaQ,Taco Cabana,"1255 Northeast Interstate 410 Loop, Connally Loop, San Antonio, TX 78209, USA",+1 210-822-6877,https://www.tacocabana.com/?utm_source=google-business-profile&utm_medium=organic&utm_campaign=business-listing&utm_id=20118,"mexican_restaurant,american_restaurant,restaurant,point_of_interest,food,establishment",3.8,1219,PRICE_LEVEL_INEXPENSIVE,yes,29.516735399999998,-98.449378,ChIJt-lkPSz1XIYRN2OnC3Lrjso,Principle Volvo Cars San Antonio,29.515286399999997,-98.44698969999999,281.7,3.35,True,Denylist match: taco cabana,False,3,national_chain,corporate,google_places,ChIJt-lkPSz1XIYRN2OnC3Lrjso
ChIJs0iSoy31XIYRO6KHe4ZSKSA,Smoothie King,"1247 NE Interstate 410 Loop, San Antonio, TX 78209, USA",+1 210-973-7094,https://locations.smoothieking.com/ll/us/tx/san-antonio/1247-ne-loop-410/?utm_source=google&utm_medium=organic&utm_content=SOCi,"juice_shop,meal_delivery,acai_shop,brazilian_restaurant,breakfast_restaurant,fast_food_restaurant,food_delivery,store,health,restaurant,point_of_interest,food,establishment",4,393,PRICE_LEVEL_MODERATE,yes,29.5167349,-98.4496499,ChIJt-lkPSz1XIYRN2OnC3Lrjso,Principle Volvo Cars San Antonio,29.515286399999997,-98.44698969999999,303.6,3.61,True,Denylist match: smoothie king,False,3,national_chain,corporate,google_places,ChIJt-lkPSz1XIYRN2OnC3Lrjso
ChIJTd-kbS31XIYRlfrjzoBNtEY,Schlotzsky's,"2514 Nacogdoches Rd, San Antonio, TX 78217, USA",+1 210-828-8635,https://locations.schlotzskys.com/tx/san-antonio/2514-nacogdoches?utm_source=google&utm_medium=organic&utm_campaign=locations_partner,"sandwich_shop,restaurant,point_of_interest,food,establishment",4.4,352,PRICE_LEVEL_INEXPENSIVE,yes,29.5180759,-98.4490659,ChIJt-lkPSz1XIYRN2OnC3Lrjso,Principle Volvo Cars San Antonio,29.515286399999997,-98.44698969999999,369.6,4.4,True,Denylist match: schlotzsky's,False,3,national_chain,corporate,google_places,ChIJt-lkPSz1XIYRN2OnC3Lrjso
ChIJTwkKEC31XIYRxGhpX2V3kV0,Planet Fitness,"2502 Nacogdoches Rd, San Antonio, TX 78217, USA",+1 210-714-8450,https://www.planetfitness.com/gyms/san-antonio-macarthur-park-tx?utm_medium=organic&utm_source=extnet,"gym,fitness_center,spa,tanning_studio,health,sports_activity_location,point_of_interest,establishment",4.4,914,,yes,29.517898700000003,-98.44935919999999,ChIJt-lkPSz1XIYRN2OnC3Lrjso,Principle Volvo Cars San Antonio,29.515286399999997,-98.44698969999999,370.1,4.41,True,Denylist match: planet fitness,False,3,national_chain,corporate,google_places,ChIJt-lkPSz1XIYRN2OnC3Lrjso
ChIJBURR74_1XIYRjxI5UBpTF78,Cinnabon at Schlotzsky's,"2514 Nacogdoches Rd, San Antonio, TX 78217, USA",+1 210-828-8635,https://locations.cinnabon.com/tx/san-antonio/2514-nacogdoches-road?utm_source=google&utm_medium=organic&utm_campaign=locations_partner,"bakery,food_store,store,point_of_interest,food,establishment",0,0,,yes,29.518072099999998,-98.449056,ChIJt-lkPSz1XIYRN2OnC3Lrjso,Principle Volvo Cars San Antonio,29.515286399999997,-98.44698969999999,368.7,4.39,True,Denylist match: schlotzsky's,False,3,national_chain,corporate,google_places,ChIJt-lkPSz1XIYRN2OnC3Lrjso
ChIJIWxDJiI1XIYRi8JY6N6EI0o,Charleys Cheesesteaks and Wings,"21561 FM471, Natalia, TX 78059, USA",+1 830-227-0156,https://order.charleys.com/menu/chubbys-travel-center-tx/,"sandwich_shop,fast_food_restaurant,american_restaurant,restaurant,food,point_of_interest,establishment",4.6,65,PRICE_LEVEL_INEXPENSIVE,yes,29.185347000000004,-98.84488259999999,ChIJQ6BpTtM1XIYRpnP2zHqSjgo,"Chubby's Travel Center, Valero Gas Station",29.1856082,-98.84480860000001,29.9,0.36,True,Denylist match: charleys,False,3,national_chain,corporate,google_places,ChIJQ6BpTtM1XIYRpnP2zHqSjgo
ChIJpcS4yo81XIYRYz4Fff4g2OI,Taqueria el Charro de Jalisco #4,"21445 FM471 L16, Natalia, TX 78059, USA",+1 830-663-9833,,"mexican_restaurant,restaurant,food,point_of_interest,establishment",4.5,562,PRICE_LEVEL_INEXPENSIVE,yes,29.1861508,-98.8459809,ChIJQ6BpTtM1XIYRpnP2zHqSjgo,"Chubby's Travel Center, Valero Gas Station",29.1856082,-98.84480860000001,128.8,1.53,True,Regex pattern match,False,3,franchise_naming,corporate,google_places,ChIJQ6BpTtM1XIYRpnP2zHqSjgo
ChIJW2QGNdk1XIYRzQQLzxmbLFY,Wendy's,"21548 FM471, Natalia, TX 78059, USA",+1 830-663-9997,https://locations.wendys.com/united-states/tx/natalia/21548-fm-471-south?utm_source=Yext&utm_medium=Google_My_Business&utm_campaign=Local_Search,"fast_food_restaurant,hamburger_restaurant,american_restaurant,restaurant,food,point_of_interest,establishment",3.9,1146,PRICE_LEVEL_INEXPENSIVE,yes,29.184686300000003,-98.8463749,ChIJQ6BpTtM1XIYRpnP2zHqSjgo,"Chubby's Travel Center, Valero Gas Station",29.1856082,-98.84480860000001,183.4,2.18,True,Denylist match: wendy's,False,3,national_chain,corporate,google_places,ChIJQ6BpTtM1XIYRpnP2zHqSjgo
ChIJhWmUgJE1XIYRH2ljlqeXNwA,Subway,"21548 FM471, Natalia, TX 78059, USA",+1 830-663-5491,https://restaurants.subway.com/united-states/tx/natalia/21548-fm-471-s?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=55171&utm_campaign=evergreen-2020&y_source=1_MTQ5ODQwNzgtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,"sandwich_shop,fast_food_restaurant,meal_takeaway,catering_service,food_delivery,restaurant,food,point_of_interest,establishment",4.2,104,PRICE_LEVEL_INEXPENSIVE,yes,29.184799599999998,-98.84651459999999,ChIJQ6BpTtM1XIYRpnP2zHqSjgo,"Chubby's Travel Center, Valero Gas Station",29.1856082,-98.84480860000001,188.4,2.24,True,Denylist match: subway,False,3,national_chain,corporate,google_places,ChIJQ6BpTtM1XIYRpnP2zHqSjgo
ChIJ8f2ZvY81XIYRenT01ucGxDQ,Love's Travel Stop,"21548 FM471, Natalia, TX 78059, USA",+1 830-663-5540,https://www.loves.com/locations/471,"truck_stop,gas_station,fast_food_restaurant,auto_parts_store,convenience_store,car_repair,food_store,restaurant,food,store,point_of_interest,establishment",4,669,,yes,29.184800199999998,-98.8465355,ChIJQ6BpTtM1XIYRpnP2zHqSjgo,"Chubby's Travel Center, Valero Gas Station",29.1856082,-98.84480860000001,190.2,2.26,True,Denylist match: love's,False,3,national_chain,corporate,google_places,ChIJQ6BpTtM1XIYRpnP2zHqSjgo
ChIJvwM0RW-LXIYROA-QYc3ZScw,Subway,"4331 Thousand Oaks Dr, San Antonio, TX 78217, USA",+1 210-599-2620,https://restaurants.subway.com/united-states/tx/san-antonio/4331-thousand-oaks-drive?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=60799&utm_campaign=evergreen-2020&y_source=1_MTQ5MDUxODYtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,"sandwich_shop,fast_food_restaurant,catering_service,food_delivery,meal_takeaway,restaurant,food,point_of_interest,establishment",3.3,150,PRICE_LEVEL_INEXPENSIVE,yes,29.552958699999994,-98.4068941,ChIJ-RDr96GLXIYRY6JZ9U6wrwM,Electrify America Charging Station,29.553091299999995,-98.4086525,170.7,2.03,True,Denylist match: subway,False,3,national_chain,corporate,google_places,ChIJ-RDr96GLXIYRY6JZ9U6wrwM
ChIJ31Vmg8KLXIYRN180MLGjdO4,Taco Cabana,"4335 Thousand Oaks Dr, San Antonio, TX 78217, USA",+1 210-817-4305,https://www.tacocabana.com/?utm_source=google-business-profile&utm_medium=organic&utm_campaign=business-listing&utm_id=20374,"mexican_restaurant,american_restaurant,restaurant,food,point_of_interest,establishment",3.5,1152,PRICE_LEVEL_INEXPENSIVE,yes,29.5515356,-98.40826039999999,ChIJ-RDr96GLXIYRY6JZ9U6wrwM,Electrify America Charging Station,29.553091299999995,-98.4086525,177.1,2.11,True,Denylist match: taco cabana,False,3,national_chain,corporate,google_places,ChIJ-RDr96GLXIYRY6JZ9U6wrwM
ChIJPTjGIuxfXIYRHpe3IvfxSDA,Pizza Hut,"4232 Thousand Oaks Dr, San Antonio, TX 78217, USA",+1 210-599-9200,https://locations.pizzahut.com/tx/san-antonio/4232-thousand-oaks-dr?utm_medium=organic&utm_source=local&utm_campaign=googlelistings&utm_content=website&utm_term=308440,"pizza_restaurant,meal_delivery,food_delivery,meal_takeaway,restaurant,food,point_of_interest,establishment",3.3,405,PRICE_LEVEL_INEXPENSIVE,yes,29.552113299999995,-98.41058210000001,ChIJ-RDr96GLXIYRY6JZ9U6wrwM,Electrify America Charging Station,29.553091299999995,-98.4086525,216.0,2.57,True,Denylist match: pizza hut,False,3,national_chain,corporate,google_places,ChIJ-RDr96GLXIYRY6JZ9U6wrwM
ChIJpX7OuGWLXIYRwfWvsRf1pJQ,The Longhorn Cafe,"12311 Nacogdoches Rd, San Antonio, TX 78217, USA",+1 210-467-5353,http://www.thelonghorncafe.com/,"restaurant,fast_food_restaurant,hamburger_restaurant,american_restaurant,food,point_of_interest,establishment",4.3,1619,PRICE_LEVEL_MODERATE,yes,29.5532521,-98.4056588,ChIJ-RDr96GLXIYRY6JZ9U6wrwM,Electrify America Charging Station,29.553091299999995,-98.4086525,290.1,3.45,True,Denylist match: longhorn,False,3,national_chain,corporate,google_places,ChIJ-RDr96GLXIYRY6JZ9U6wrwM
ChIJiYk_wWWLXIYRaOy8FxiJ8_A,Whataburger,"12309 Nacogdoches Rd, San Antonio, TX 78217, USA",+1 210-599-2871,https://locations.whataburger.com/tx/san-antonio/12309-nacogdoches-rd.html/?utm_source=yextpages&utm_medium=locallistings&utm_campaign=yextpages,"fast_food_restaurant,breakfast_restaurant,hamburger_restaurant,american_restaurant,meal_takeaway,restaurant,food,point_of_interest,establishment",4.1,2033,PRICE_LEVEL_INEXPENSIVE,yes,29.552497300000002,-98.4057212,ChIJ-RDr96GLXIYRY6JZ9U6wrwM,Electrify America Charging Station,29.553091299999995,-98.4086525,291.1,3.47,True,Denylist match: whataburger,False,3,national_chain,corporate,google_places,ChIJ-RDr96GLXIYRY6JZ9U6wrwM
ChIJvzEvzmiLXIYRsecsakgrzXg,Bowlero Thousand Oaks,"4330 Thousand Oaks Dr, San Antonio, TX 78217, USA",+1 210-654-0031,https://www.bowlero.com/location/bowlero-thousand-oaks/?utm_source=gbp&utm_medium=organic&utm_campaign=yext_listings,"bowling_alley,video_arcade,bar_and_grill,bar,sports_club,sporting_goods_store,sports_complex,event_venue,store,restaurant,food,sports_activity_location,point_of_interest,establishment",4.1,1395,,no,29.5505714,-98.40978539999999,ChIJ-RDr96GLXIYRY6JZ9U6wrwM,Electrify America Charging Station,29.553091299999995,-98.4086525,300.86699599266103,3.581749952293584,True,Denylist match: bowlero,False,3,national_chain,corporate,google_places,ChIJ-RDr96GLXIYRY6JZ9U6wrwM
