place_id,name,address,phone,website,types,rating,user_ratings_total,price_level,open_now,merchant_lat,merchant_lng,nearest_charger_id,nearest_charger_name,charger_lat,charger_lng,distance_to_charger_m,walk_time_min,corporate_likely,corporate_reason,needs_review,decision_friction,friction_reason,category,source,discovered_via_chargers
ChIJo2SaTktlXIYRQeYDvXsvFD8,Albi's Vite Italian Kitchen,"24165 I-10 Unit 433, San Antonio, TX 78257, USA",+1 210-549-1266,http://www.albisvite.com/,"italian_restaurant,restaurant,point_of_interest,food,establishment",4.6,441,PRICE_LEVEL_MODERATE,yes,29.6659881,-98.6339906,ChIJMXoRapJlXIYRFMyO__EUhW0,Tesla Supercharger,29.666334,-98.6332025,85.3,1.02,FALSE,,FALSE,0,independent,closeable,google_places,ChIJMXoRapJlXIYRFMyO__EUhW0
ChIJo3XYi-QsW4YRw5nbBodz9kE,Amy's China Cuisine,"1335 E Whitestone Blvd #190, Cedar Park, TX 78613, USA",+1 512-528-9963,https://amyschinacuisine.com/?utm_source=GBP-AP-AmysChinaCuisine&utm_medium=GBP-AP-AmysChinaCuisine&utm_campaign=GBP-AP-AmysChinaCuisine&utm_id=GBP-AP-AmysChinaCuisine,"chinese_restaurant,restaurant,food,point_of_interest,establishment",4,981,PRICE_LEVEL_INEXPENSIVE,yes,30.529974800000000,-97.8155937,ChIJuzmJiOQsW4YRFATJMd38D68,Shell Recharge Charging Station,30.530032000000000,-97.815229,35.5,0.42,FALSE,,FALSE,0,independent,closeable,google_places,ChIJuzmJiOQsW4YRFATJMd38D68
ChIJLzntlpxLW4YRs50V5GDhbQY,Austin's Pizza William Cannon/Brodie,"3601 W William Cannon Dr, Austin, TX 78749, USA",+1 512-717-8763,http://www.austinspizza.com/,"pizza_restaurant,vegan_restaurant,vegetarian_restaurant,meal_delivery,food_delivery,meal_takeaway,restaurant,food,point_of_interest,establishment",3.7,138,PRICE_LEVEL_MODERATE,yes,30.214698700000000,-97.832893,ChIJkZU1wJxLW4YRHD-kSo8J6xQ,Firestone Complete Auto Care,30.2145032,-97.8325885,36.45074748839300,0.43393747009991600,FALSE,,FALSE,0,independent,closeable,google_places,ChIJkZU1wJxLW4YRHD-kSo8J6xQ
ChIJexax_TBLW4YR2lKXA8mwMuY,Azul Tequila,"4211 S Lamar Blvd a2, Austin, TX 78704, USA",+1 512-416-9667,https://azultequilatx.com/azullamar,"mexican_restaurant,bar,restaurant,food,point_of_interest,establishment",4.2,574,PRICE_LEVEL_MODERATE,unknown,30.233698,-97.7922,ChIJcz30IE9LW4YRYVS3g5VSz9Y,Tesla Supercharger,30.233400100000000,-97.7914251,81.48185152159210,0.9700220419237150,FALSE,,FALSE,0,independent,closeable,google_places,ChIJcz30IE9LW4YRYVS3g5VSz9Y
ChIJ5z9PXSFkXIYRsKNUXcdT3XY,Bakery Lorraine at the Rim,"17503 La Cantera Pkwy, San Antonio, TX 78257, USA",+1 210-415-4066,http://bakerylorraine.com/,"bakery,breakfast_restaurant,dessert_shop,restaurant,point_of_interest,confectionery,food_store,store,food,establishment",4,702,PRICE_LEVEL_MODERATE,yes,29.607993800000000,-98.5984869,ChIJwQAAByFkXIYRPW_fXcuKztw,Electrify America Charging Station,29.6072782,-98.598034,90.8,1.08,FALSE,,FALSE,0,independent,closeable,google_places,ChIJwQAAByFkXIYRPW_fXcuKztw
ChIJB3n4cyBpXIYRl8gnfbg9PFU,Bakudan Ramen,"11309 Bandera Rd Suite 111, San Antonio, TX 78250, USA",+1 210-277-7740,http://www.bakudanramen.com/,"japanese_restaurant,restaurant,point_of_interest,food,establishment",4.3,276,PRICE_LEVEL_MODERATE,yes,29.548413100000000,-98.6627874,ChIJb7Ot-35oXIYRGRFSz2Le4Gc,EVgo Charging Station,29.548930100000000,-98.6633106,76.6,0.91,FALSE,,FALSE,0,independent,closeable,google_places,ChIJb7Ot-35oXIYRGRFSz2Le4Gc
ChIJm3RadwR2Q4YR9Zhvh9BzcGc,Big Madre Tortas y Tacos - Amigos' Country Corner,"1415 Farm to Market Rd 609, Flatonia, TX 78941, USA",+1 361-865-1000,https://bigmadre.com/,"restaurant,point_of_interest,food,establishment",4.3,1418,,yes,29.6983287,-97.0995919,ChIJ4fbQPwR2Q4YRSKuYAj517wc,Tesla Supercharger,29.6979099,-97.1002468,78.54919879534320,0.935109509468371,FALSE,,FALSE,0,independent,closeable,google_places,"ChIJ4fbQPwR2Q4YRSKuYAj517wc,ChIJ-TuqHgZ2Q4YROXsjRS4ic1c"
ChIJ_3HmBQItW4YRx4J37IYMAqs,Blue Corn Harvest Bar & Grill Cedar Park,"700 E Whitestone Blvd #204, Cedar Park, TX 78613, USA",+1 512-528-0889,http://www.bluecornharvest.com/,"mexican_restaurant,restaurant,food,point_of_interest,establishment",4.5,3452,PRICE_LEVEL_MODERATE,yes,30.522747200000000,-97.821625,ChIJtzzgDAItW4YRf8p5_N7Ny3s,EVgo Charging Station,30.523079200000000,-97.82175510000000,38.96331629417650,0.46384900350210100,FALSE,,FALSE,0,independent,closeable,google_places,"ChIJnaxilcItW4YRJQDLl6n_hD0,ChIJt3szb_4sW4YR-4sz9ZOyyMk,ChIJtzzgDAItW4YRf8p5_N7Ny3s"
ChIJW9ddwhXBW4YRJDl347FsV6g,Blue Oak Trading Co Fredericksburg,"116 N Crockett St, Fredericksburg, TX 78624, USA",+1 830-307-3133,https://www.blueoaktradingcompany.com/,"wine_bar,art_gallery,gift_shop,market,bar,clothing_store,restaurant,point_of_interest,store,food,establishment",5,11,,no,30.277402200000000,-98.8734559,ChIJ_Uwf4WrBW4YRcX_RKaNIVZg,Electric Vehicle Charging Station,30.2779931,-98.87363050000000,67.8,0.81,FALSE,,FALSE,0,independent,closeable,google_places,ChIJ_Uwf4WrBW4YRcX_RKaNIVZg
ChIJ9XyTagBVW4YRuuL49v2LQWI,Bluefin Sushi & Ramen,"151 Evans Dr Suite 111, Kyle, TX 78640, USA",+1 512-256-5286,http://bluefinsushiramen.com/,"asian_restaurant,restaurant,point_of_interest,food,establishment",4,236,PRICE_LEVEL_MODERATE,yes,30.0128834,-97.86240320000000,ChIJd749_h9VW4YRo2JVbrw88f8,Tesla Supercharger,30.013034000000000,-97.8626748,31.1,0.37,FALSE,,FALSE,0,independent,closeable,google_places,ChIJd749_h9VW4YRo2JVbrw88f8
